event_id,En_MeV,x_mm,y_mm,z_mm,cosTheta,weight,time_ns,surface_id,surface_name
48843,0.544485,-32.94,-17.7552,7.08159,-0.417691,1,6.66155,2,side_x
18853,0.0151716,-12.3399,32.94,22.2543,-0.533503,1,17.1756,3,side_y
14858,0.281794,-32.94,0.622439,-20.628,0.060026,1,13.3946,2,side_x
38825,0.000728081,-32.94,3.20979,9.72682,-0.852484,1,68.5441,2,side_x
48848,1.02412,-22.0089,-32.9202,22.53,0.705136,1,7.88039,3,side_y
8856,0.244949,-32.9426,11.0278,-3.46,0.778464,1,5.85263,2,side_x
30858,0.395698,17.1885,32.94,8.77263,0.137946,1,8.52609,3,side_y
6879,1.59127,32.94,21.03,9.19265,-0.000462875,1,4.38002,2,side_x
18887,0.491163,18.4133,32.94,-15.4371,-0.239082,1,5.9225,3,side_y
46851,0.248014,-6.97759,33.0488,-12.62,-0.211499,1,13.601,3,side_y
36891,0.924835,-0.527471,33.19,-3.72597,-0.223983,1,3.99227,3,side_y
12886,2.70849,1.44928,-32.94,0.684627,0.806686,1,3.39924,3,side_y
20896,0.779644,23.0796,32.94,-11.576,0.2059,1,4.52936,3,side_y
12899,1.43679,-0.33361,32.9326,-17.45,-0.512302,1,2.62379,3,side_y
12899,0.280304,-19.0389,32.94,-11.0234,-0.212348,1,4.47647,3,side_y
16885,0.384235,-32.94,-22.0495,15.1088,0.409856,1,7.76142,2,side_x
48903,0.825196,32.94,-11.657,7.82331,0.179008,1,4.03797,2,side_x
10884,1.7134,16.9027,-32.94,1.91543,0.429286,1,3.47989,3,side_y
6920,0.0058044,32.94,-24.9086,15.0855,-0.625946,1,32.7414,2,side_x
24899,0.0612429,-32.94,-14.6971,-17.2663,-0.305435,1,7.09894,2,side_x
26922,0.581587,-32.94,2.14098,-16.3637,0.542845,1,3.79038,2,side_x
52928,0.298877,-32.8454,32.94,-22.0788,-0.105859,1,9.34025,3,side_y
30928,2.86797,32.94,-15.7975,-4.4304,-0.085843,1,2.9563,2,side_x
30928,0.452288,3.93108,-32.94,-20.4412,-0.466281,1,5.72198,3,side_y
48946,2.60661,6.56929,32.94,-5.55811,-0.345865,1,2.99163,3,side_y
4947,0.493687,-32.94,18.5616,-11.1998,0.126954,1,5.39804,2,side_x
16933,0.283957,32.94,25.6576,-10.0619,0.126984,1,7.33245,2,side_x
24935,0.270949,-32.94,1.25049,-11.6816,-0.214095,1,4.55336,2,side_x
46928,0.703293,-32.94,-7.77871,-15.6904,0.24203,1,5.19404,2,side_x
24946,0.797767,-32.94,-12.4889,2.09406,0.128382,1,4.21216,2,side_x
944,1.03528,-32.94,10.5445,-16.584,-0.273291,1,4.01521,2,side_x
16953,1.23132,32.94,-12.1664,-20.9629,-0.482903,1,4.56888,2,side_x
36979,0.900437,-32.94,-12.4798,14.9576,0.427697,1,6.86573,2,side_x
19005,0.822702,-12.7976,-32.94,1.28098,0.0662617,1,4.25425,3,side_y
15008,0.0472504,32.94,24.69,-16.665,0.905444,1,13.9986,2,side_x
32996,1.42191,14.2359,-32.94,9.64571,0.306455,1,3.5158,3,side_y
37001,0.0408576,-32.94,-9.49378,0.966493,-0.127288,1,21.2091,2,side_x
44989,0.0776118,-32.94,-1.28906,21.996,0.59994,1,9.45869,2,side_x
30997,0.578296,30.5687,-32.94,-10.538,-0.392625,1,5.64148,3,side_y
30997,1.31298,-4.38602,-32.94,-4.18791,0.0628819,1,3.44693,3,side_y
2983,0.924589,32.6593,32.94,9.23154,0.683714,1,4.99622,3,side_y
19039,2.1372,17.3331,-32.94,-0.429011,0.738545,1,3.28775,3,side_y
35014,0.00127084,-24.8833,-32.94,14.4302,0.0868264,1,128.193,3,side_y
23039,0.768234,-32.94,11.7967,-4.92623,0.402989,1,4.6104,2,side_x
1006,0.000103524,24.2586,32.94,17.2352,-0.203995,1,240.819,3,side_y
39013,0.141325,-0.465244,-32.94,-0.965822,-0.582053,1,9.02992,3,side_y
3001,0.503772,32.94,-7.40924,-0.922003,-0.426329,1,4.86883,2,side_x
43034,0.72429,-26.5342,-32.94,7.63754,-0.053966,1,5.03835,3,side_y
23061,0.317088,4.36352,32.94,-10.0881,-0.300696,1,6.8025,3,side_y
31044,1.30444,32.94,3.20984,7.3221,-0.311825,1,3.99614,2,side_x
43040,0.0609115,-6.98044,-32.94,-12.2337,0.404286,1,5.43709,3,side_y
49063,0.383981,-15.1262,32.94,-5.1266,-0.351399,1,5.96075,3,side_y
7064,1.02027,-5.51786,32.94,9.66525,0.0467509,1,3.40063,3,side_y
3031,0.501337,-32.94,-27.7885,1.96766,-0.234151,1,6.10739,2,side_x
43054,1.329,-32.94,10.5542,5.05826,0.448239,1,3.59041,2,side_x
25049,0.114937,-32.94,-18.9464,-3.77499,0.509984,1,13.9348,2,side_x
33073,0.322119,-8.03733,-32.94,18.0958,0.219919,1,6.2339,3,side_y
21080,1.28555,-2.07695,-32.94,19.6288,0.144633,1,4.74972,3,side_y
11062,0.0614334,-6.34828,32.94,-15.0194,-0.0921894,1,10.3597,3,side_y
23097,0.0660441,24.1508,32.94,10.0245,-0.30755,1,21.7541,3,side_y
23097,1.413,-32.94,-16.2332,19.3049,0.00782887,1,4.97591,2,side_x
13097,0.673261,32.94,-28.0459,0.0467965,-0.101149,1,5.32129,2,side_x
53107,0.793844,6.86265,-32.94,-0.540722,0.223167,1,1.3721,3,side_y
45094,0.642882,30.9707,32.94,-5.69369,0.643334,1,6.13034,3,side_y
3073,1.26372,-21.4277,32.94,-20.692,-0.146494,1,3.95903,3,side_y
23123,0.0699063,-32.94,-16.095,18.6544,-0.0545705,1,7.31618,2,side_x
55123,0.07408,-32.94,-5.41002,-16.0437,-0.324187,1,10.2847,2,side_x
37110,1.47444,5.50346,-32.94,6.44788,0.554593,1,3.63384,3,side_y
35102,0.415854,5.56347,-32.94,-15.2848,-0.00167348,1,5.57331,3,side_y
11095,0.022295,32.9274,-26.3961,18.3903,0.0825197,1,35.5724,2,side_x
1095,1.97407,-26.7569,32.94,15.6043,0.480441,1,3.64694,3,side_y
13121,0.0102417,-32.94,-12.0996,5.58488,-0.532774,1,35.3614,2,side_x
43110,0.517039,-14.7424,-32.94,-11.2229,-0.102498,1,17.6112,3,side_y
29130,0.269183,32.94,-23.0945,-6.14783,0.606033,1,8.36927,2,side_x
51138,0.451766,6.37933,-33.19,-3.50452,-0.0912601,1,5.15159,3,side_y
43124,0.140928,32.94,-14.8626,-20.4441,0.206313,1,12.6306,2,side_x
37128,0.851355,-32.94,15.2537,16.8453,0.793152,1,5.84228,2,side_x
19157,2.1568,-18.5453,-32.94,-4.83227,-0.559826,1,3.58298,3,side_y
41140,0.907834,-32.94,21.6723,6.58995,0.457432,1,2.79262,2,side_x
19166,1.01153,32.94,25.7272,-15.1991,0.207258,1,4.00212,2,side_x
15166,1.64613,-32.94,13.5276,10.3342,0.49651,1,3.57768,2,side_x
15166,3.10488,32.94,15.1288,-5.87225,0.314335,1,2.58098,2,side_x
7150,1.76811,4.11184,-32.94,20.9407,0.458506,1,3.10959,3,side_y
13162,0.155499,-29.2515,-32.94,-16.3252,-0.625462,1,10.1447,3,side_y
21169,0.42849,-27.6784,-32.94,5.47105,-0.274668,1,11.4626,3,side_y
45157,0.0571898,-32.94,26.4521,9.95138,0.353803,1,23.8144,2,side_x
17144,0.324494,-16.7297,32.94,0.407851,-0.0649139,1,4.89116,3,side_y
37167,2.68707,0.809493,32.94,-16.1981,-0.329838,1,2.61883,3,side_y
43166,0.0248932,-15.8937,-32.94,-10.2469,-0.0367272,1,16.5525,3,side_y
33196,1.06308,-32.94,27.6535,15.3724,-0.0718351,1,4.65699,2,side_x
49202,1.67529,32.94,31.2949,10.0392,0.297392,1,4.1905,2,side_x
7204,0.0769873,32.94,-16.232,-6.95269,-0.290682,1,13.8541,2,side_x
7204,0.596843,-33.19,13.9306,-7.32375,-0.0455827,1,5.15397,2,side_x
23228,0.731871,-32.94,-18.4565,8.62746,-0.373997,1,4.65893,2,side_x
33223,0.200147,-32.94,-9.66473,-4.40945,-0.108066,1,6.46616,2,side_x
45216,2.13161,-20.146,32.94,-10.3736,-0.065023,1,3.40759,3,side_y
45216,2.96423,6.04497,-32.94,0.621675,0.287568,1,2.39977,3,side_y
29243,0.405153,-32.94,-3.7446,17.1109,0.272686,1,2.8968,2,side_x
27232,0.903905,32.94,-19.7274,10.0638,-0.0193657,1,5.72015,2,side_x
33240,0.521989,-8.619,-32.94,-0.512802,-0.146425,1,10.2738,3,side_y
33240,0.321952,-33.0657,-31.3611,-14.62,0.646043,1,6.59652,2,side_x
55250,1.09411,-16.135,-32.94,18.5192,0.776506,1,4.50233,3,side_y
53242,2.18226,23.7729,-32.94,-4.11787,0.280729,1,3.21655,3,side_y
45231,1.39135,-32.94,-0.165488,5.28515,-0.18087,1,3.40236,2,side_x
31245,0.881814,4.36794,32.94,-20.8044,-0.395551,1,4.5685,3,side_y
7247,1.53119,-32.94,-5.14245,15.1644,0.631108,1,3.66329,2,side_x
41266,1.94006,20.7262,32.94,-16.4657,0.365861,1,2.89655,3,side_y
9262,4.73114,-21.3173,-32.94,14.1715,0.163318,1,2.64168,3,side_y
9262,4.47734,32.94,22.755,0.847422,-0.0919824,1,2.68873,2,side_x
9262,1.87271,-32.94,-7.67451,2.14994,-0.0826403,1,2.88716,2,side_x
3241,0.687688,-1.96656,32.94,1.95251,-0.0356649,1,1.45131,3,side_y
21278,1.54143,32.9199,1.49739,2.37,-0.277431,1,4.44407,2,side_x
29293,1.03773,32.94,-10.5902,21.639,0.606689,1,4.43078,2,side_x
45272,0.533897,11.6714,32.94,-11.7028,0.813448,1,7.04879,3,side_y
17261,1.01959,-32.94,-18.0137,7.80436,0.343558,1,4.03759,2,side_x
9284,0.313404,-32.94,-1.24389,-16.1517,-0.316592,1,7.51612,2,side_x
55299,0.24531,-32.94,-9.63869,-0.511684,-0.839132,1,4.83776,2,side_x
33295,0.000207925,-32.94,8.39564,-16.0753,0.653929,1,331.74,2,side_x
25280,0.271489,-32.94,-14.6264,19.4943,-0.0440911,1,8.37504,2,side_x
3274,0.844215,4.84321,32.94,0.168711,-0.233075,1,4.03441,3,side_y
3274,0.0119174,-29.8972,32.94,-20.7472,-0.429687,1,14.7512,3,side_y
31301,1.11603,32.94,-10.5823,-21.3239,-0.492294,1,3.24334,2,side_x
1276,0.624786,8.93488,-32.94,-10.0042,0.0376238,1,5.29888,3,side_y
25295,1.76172,-33.19,12.0095,-9.55678,0.612549,1,3.52342,2,side_x
17286,1.31011,21.9587,32.94,-10.5305,0.0543003,1,3.70586,3,side_y
11297,0.583982,-6.18905,-32.94,22.1048,-0.00672814,1,8.85651,3,side_y
11297,0.900206,-24.8034,32.94,19.3584,0.0277604,1,4.61874,3,side_y
9316,2.73138,32.94,-12.0749,16.283,0.680528,1,3.18622,2,side_x
9316,0.512054,32.94,-23.064,16.5323,0.630515,1,6.20571,2,side_x
29341,0.0635547,32.94,1.06652,18.5944,0.0550825,1,7.14716,2,side_x
9335,2.99522,-2.54423,-32.94,-20.5853,-0.507783,1,2.92596,3,side_y
15354,0.0030647,-32.94,9.13004,19.0826,0.336302,1,162.574,2,side_x
11327,0.274155,32.94,16.6043,2.15304,-0.346119,1,11.4491,2,side_x
51355,0.344357,32.94,-17.4634,-15.031,0.553607,1,4.4785,2,side_x
19368,0.00544107,9.05235,32.94,10.0766,-0.202863,1,43.0486,3,side_y
3324,0.211506,20.1723,32.94,8.68357,0.15105,1,8.56456,3,side_y
3324,1.02164,-14.5668,32.94,-10.2662,-0.00974901,1,4.02735,3,side_y
3324,0.068908,-32.949,10.3675,-3.46,0.628409,1,10.7376,2,side_x
5370,0.613306,-32.94,-9.2777,-6.612,0.145558,1,4.56296,2,side_x
41392,0.680972,32.94,-16.348,1.26746,0.259037,1,4.14725,2,side_x
5413,0.176738,-25.0785,-32.94,-16.0746,-0.672488,1,7.65068,3,side_y
15427,1.91321,-32.94,27.103,-3.97709,-0.141201,1,2.76012,2,side_x
45406,0.264921,32.94,2.16085,-5.76461,-0.0529759,1,5.80555,2,side_x
49436,0.370757,17.7069,32.94,7.25097,-0.174695,1,7.56992,3,side_y
9425,1.23574,-32.94,11.0208,-0.712034,0.607549,1,5.02519,2,side_x
33435,0.768396,-10.142,-32.94,6.55317,0.508658,1,4.75799,3,side_y
33435,0.707725,32.94,-21.2732,-0.826099,0.539331,1,4.50294,2,side_x
41434,0.303644,-32.94,0.0767388,-5.27294,0.147504,1,6.47372,2,side_x
25426,0.737598,1.99831,32.94,2.07389,0.233498,1,4.87263,3,side_y
7424,0.722757,26.9964,32.94,22.5127,0.524409,1,5.45474,3,side_y
7427,0.475084,3.31667,32.94,-17.1592,-0.283495,1,4.98186,3,side_y
55453,2.86526,-8.39824,-32.94,14.8163,0.513298,1,3.53634,3,side_y
21450,0.0121286,-32.94,-1.41193,8.42537,-0.825516,1,39.6154,2,side_x
