event_id,En_MeV,x_mm,y_mm,z_mm,cosTheta,weight,time_ns,surface_id,surface_name
548462,0.000324564,-23.5188,-32.94,-20.1914,0.221167,1,126.613,3,side_y
536529,0.176022,-32.94,-9.91991,-0.69354,0.544327,1,7.13453,2,side_x
548469,3.35445,-16.1458,32.94,-11.7716,0.154851,1,3.08369,3,side_y
558375,0.633006,28.0399,-32.94,-4.75313,-0.137198,1,6.88743,3,side_y
520576,0.932631,32.94,8.14239,-4.2017,0.0507558,1,3.75242,2,side_x
512603,3.4266,-32.94,-7.77975,20.0974,0.59232,1,2.88792,2,side_x
504678,0.93824,3.83861,33.19,5.09486,0.62314,1,4.05601,3,side_y
534553,2.27168,24.3589,-32.94,13.2881,0.366299,1,3.65141,3,side_y
534553,1.36559,2.5172,33.19,-19.9366,-0.0127273,1,3.2761,3,side_y
534553,4.94685,-1.07097,32.94,-4.87059,0.669563,1,2.34113,3,side_y
516593,0.831947,-32.94,-1.7495,-1.13915,-0.602397,1,4.33014,2,side_x
546490,1.53147,-32.94,-19.3665,6.83459,-0.183699,1,4.96201,2,side_x
534557,1.34424e-07,-32.94,-8.05696,22.3477,-0.253749,1,5677.87,2,side_x
546493,0.214654,18.5988,32.94,7.29716,0.302383,1,13.7836,3,side_y
540515,2.56488,12.5021,32.94,15.4713,0.0151645,1,3.49589,3,side_y
540524,1.13119,32.94,23.6451,7.50243,0.489985,1,4.87789,2,side_x
520612,0.606111,-6.13642,-32.94,2.17093,0.00257335,1,9.03775,3,side_y
538576,0.753625,9.12494,-32.94,16.4445,0.68696,1,5.45123,3,side_y
542564,0.0551039,32.94,-14.1995,-15.5732,0.164711,1,16.2429,2,side_x
538584,0.0984525,32.94,-2.50398,8.42807,0.200179,1,10.798,2,side_x
510657,0.603569,32.94,5.22844,-11.4678,0.1131,1,4.67541,2,side_x
538586,0.930567,32.94,-16.7818,-10.1478,-0.562793,1,4.3768,2,side_x
534618,0.52249,5.31364,32.94,7.92249,0.511598,1,4.23439,3,side_y
532616,0.0639448,-8.74966,32.94,-20.1196,0.48806,1,14.0798,3,side_y
530637,0.00592998,-28.1737,32.94,-4.36357,-0.190274,1,30.3799,3,side_y
508710,0.291727,33.19,-23.5365,-1.39498,0.01471,1,6.26105,2,side_x
508714,0.490396,32.94,-8.44796,7.45211,0.535254,1,3.50522,2,side_x
522684,3.17645e-05,32.94,-6.33795,9.81859,0.73144,1,768.259,2,side_x
510710,0.00885476,32.9066,-27.8418,-12.62,-0.636998,1,33.8588,2,side_x
542625,0.0348348,32.94,-9.73915,13.9616,-0.630275,1,15.723,2,side_x
528664,0.178752,32.94,11.4883,10.09,-0.444782,1,11.3037,2,side_x
556545,0.0476048,-32.94,-21.4223,-1.03098,0.677716,1,11.6829,2,side_x
550605,1.65109,32.94,1.21037,7.6458,0.0153545,1,2.40074,2,side_x
512744,0.453276,-4.8888,-32.94,1.08655,-0.374593,1,9.34059,3,side_y
544624,1.4622,7.83201,-32.94,2.21897,0.228907,1,3.94021,3,side_y
532711,0.139333,32.94,27.9909,15.7839,-0.276117,1,16.3685,2,side_x
548642,0.158334,32.94,30.9891,10.1678,0.813535,1,11.3716,2,side_x
524743,0.00529777,24.5081,-32.94,-15.1686,-0.0403236,1,30.9031,3,side_y
506835,0.0703905,23.4707,-32.94,-6.76249,0.333213,1,15.065,3,side_y
542693,0.0357122,5.50186,32.91,4.87,-0.443326,1,26.6858,3,side_y
542694,0.00302717,-32.94,-22.2685,-15.0954,0.667449,1,25.8592,2,side_x
554635,2.70411,-23.382,32.94,0.91511,0.328277,1,3.14757,3,side_y
538718,0.674273,-22.2044,-32.94,8.32354,0.192329,1,4.6049,3,side_y
522767,0.502506,32.94,3.83884,8.8366,0.0422071,1,1.52999,2,side_x
522768,0.00105754,-32.94,4.32477,-21.8172,-0.141203,1,45.6504,2,side_x
536729,0.444517,-1.8045,32.94,0.619854,0.542901,1,5.57701,3,side_y
546682,0.435304,-16.1157,-32.94,1.85422,0.550092,1,6.90826,3,side_y
558572,1.35531,26.0079,-32.94,-20.7996,-0.117188,1,6.92681,3,side_y
524771,1.21987,32.94,14.0847,8.97704,0.616316,1,4.26756,2,side_x
554655,0.856805,-5.51415,-32.94,-5.70206,0.623096,1,3.98457,3,side_y
554655,0.944471,18.7442,32.94,19.5704,0.422246,1,4.53152,3,side_y
548686,0.488444,-4.55284,-32.94,-5.60587,0.450748,1,5.93929,3,side_y
556629,1.47296,-33.0667,14.3153,-19.7,0.487263,1,4.15063,2,side_x
518798,0.12782,-13.8326,-32.94,9.1644,0.281634,1,12.7842,3,side_y
546702,0.0282761,17.0877,-32.94,-11.7074,0.0837646,1,17.0176,3,side_y
504896,0.705329,32.94,-13.1759,19.2943,0.228219,1,5.0502,2,side_x
532774,0.0464418,23.8143,-32.94,-6.29607,-0.561038,1,17.3433,3,side_y
532774,0.0038406,32.94,12.0962,-20.4387,-0.227786,1,93.8685,2,side_x
512841,0.236462,18.057,32.94,20.7282,0.544838,1,9.50745,3,side_y
506911,0.161816,32.94,-0.95486,-4.47085,0.0415631,1,9.59408,2,side_x
530812,0.92746,28.4662,-32.94,15.0893,0.244965,1,6.32697,3,side_y
550727,0.0619045,-32.94,4.1535,-0.619103,-0.321245,1,8.49233,2,side_x
556673,0.610255,15.3576,32.9205,22.78,0.527475,1,6.61962,3,side_y
540757,0.00312765,12.2459,32.94,-11.6463,0.316785,1,41.0543,3,side_y
542797,0.648579,23.5456,32.94,1.29248,-0.277851,1,8.00326,3,side_y
542797,0.487669,32.94,-30.8537,-11.5317,-0.420235,1,6.30483,2,side_x
532829,1.78696,-33.19,-25.6398,-22.5838,-0.000840474,1,3.68779,2,side_x
534844,1.07252,32.94,23.798,0.905696,-0.0316355,1,3.92482,2,side_x
542811,1.43013,-15.5145,32.94,0.0376917,-0.302511,1,5.42498,3,side_y
514881,0.0144323,-1.79114,32.94,-10.7289,-0.392252,1,31.4104,3,side_y
532841,0.042887,-32.94,19.9182,-4.89977,-0.610515,1,16.8596,2,side_x
508917,1.3874,-32.94,-2.5138,10.1192,0.347686,1,3.74583,2,side_x
512913,0.159531,-17.3638,-33.19,-12.4686,0.30829,1,9.1321,3,side_y
524888,0.485682,32.94,12.2741,-10.2218,-0.624852,1,5.6537,2,side_x
532874,0.883034,-2.78508,32.94,10.1994,0.125388,1,4.68445,3,side_y
534880,0.627242,32.94,7.04622,8.55139,-0.910599,1,6.07555,2,side_x
542850,0.995728,32.94,15.8459,-10.0657,0.0189636,1,3.85811,2,side_x
518921,0.721298,32.94,12.2258,13.9656,0.648901,1,6.54054,2,side_x
510941,0.0619958,-9.75397,33.1244,2.62,0.669829,1,27.3177,3,side_y
550819,0.540466,32.94,1.3893,16.5001,0.083233,1,3.53004,2,side_x
548835,0.365148,-32.94,-7.18565,6.81595,0.474139,1,5.61993,2,side_x
526914,0.0566652,26.1281,32.94,-16.1107,0.277017,1,13.0125,3,side_y
516960,0.930034,2.57665,32.94,6.09553,0.580399,1,4.24229,3,side_y
512993,0.459171,32.94,10.4661,15.9172,0.193807,1,5.8852,2,side_x
552851,0.00806946,32.902,-21.9021,-19.7,0.123547,1,22.9594,2,side_x
513002,0.776103,-32.94,9.9719,7.36986,0.326972,1,4.28122,2,side_x
530952,0.000310112,-33.1491,-3.10263,-12.62,-0.468491,1,281.488,2,side_x
532939,0.913473,-17.8944,33.0321,10.7,0.705032,1,1.48441,3,side_y
550869,0.468666,32.94,26.6525,20.1057,0.0861745,1,8.49302,2,side_x
511011,0.734931,3.14829,32.94,-17.167,-0.344476,1,5.56988,3,side_y
521002,2.5149,-33.19,15.779,-9.80898,-0.309781,1,3.35272,2,side_x
556851,2.3482,-32.94,-1.66324,-5.91718,-0.535166,1,2.91228,2,side_x
523033,0.57484,19.6943,-32.94,-0.515526,0.804847,1,8.47324,3,side_y
525038,0.183548,-1.1121,-32.94,-6.92388,-0.0999779,1,6.58676,3,side_y
525038,0.367063,19.3795,-32.94,-11.5902,-0.139996,1,5.74048,3,side_y
544936,0.59528,-23.1991,32.94,0.224507,0.21447,1,5.18942,3,side_y
517053,0.0186732,-32.94,3.97895,7.61178,0.82367,1,35.9371,2,side_x
517053,1.04721,1.50197,-32.94,9.7743,0.705741,1,4.29381,3,side_y
546957,0.0288639,2.87514,32.94,19.1559,0.770735,1,18.0412,3,side_y
511077,2.28732,32.94,-24.7966,-4.06318,0.274101,1,3.18079,2,side_x
542994,0.627712,-32.94,9.1803,14.6894,-0.208994,1,5.33187,2,side_x
542994,0.00438425,3.32467,-32.94,0.193605,-0.155256,1,82.8399,3,side_y
517064,0.75233,16.9986,-33.19,-3.68206,-0.531696,1,5.15626,3,side_y
517064,0.00917413,-27.6164,32.94,5.92145,-0.678103,1,38.5874,3,side_y
550950,0.149213,3.20074,32.94,7.05264,-0.166339,1,9.77527,3,side_y
523062,0.343601,32.94,21.7678,-21.7464,0.320989,1,4.37056,2,side_x
554933,0.401936,-1.88809,-32.94,-5.47145,-0.299108,1,5.73197,3,side_y
509094,0.329517,-32.94,-19.0636,-7.0298,-0.00236618,1,5.90897,2,side_x
509094,0.860442,-32.94,18.7182,7.34867,0.166683,1,4.68169,2,side_x
517067,0.277677,-23.466,32.94,8.00896,0.83749,1,17.3031,3,side_y
523065,1.24996,5.71599,32.94,2.31683,0.157599,1,3.2606,3,side_y
544959,0.655265,-32.94,-10.4873,-10.9263,0.118761,1,4.33855,2,side_x
533035,0.54519,-11.5779,32.94,0.726884,0.139231,1,4.66178,3,side_y
525066,2.31692,-32.9757,6.95606,10.7,0.471333,1,3.26576,2,side_x
539025,0.312448,32.94,-13.4189,-5.7054,-0.564119,1,4.53901,2,side_x
546980,1.68668,-32.94,22.2661,-22.0375,0.0219991,1,3.43304,2,side_x
525082,0.120077,10.8305,-32.94,20.3567,0.20006,1,8.79085,3,side_y
537046,0.123074,32.94,-13.7715,-1.01725,-0.501581,1,14.4515,2,side_x
523105,1.13357,32.94,-30.5025,21.2593,-0.19552,1,5.19439,2,side_x
507175,0.104541,-2.26156,32.94,-20.8839,0.212944,1,10.8462,3,side_y
505204,0.342098,32.94,-7.02375,-17.1258,-0.175965,1,5.23233,2,side_x
505204,0.0213627,-20.0453,-33.19,-9.70898,0.146135,1,33.4527,3,side_y
539061,0.822008,-22.4581,-32.94,-5.3789,-0.523054,1,5.05317,3,side_y
517121,0.856641,32.94,-10.6814,-3.93643,-0.485178,1,5.74769,2,side_x
527089,0.381683,32.94,20.4277,-11.0347,0.400979,1,6.46938,2,side_x
521126,0.429025,32.572,-32.94,20.4411,0.225552,1,16.3028,3,side_y
549021,1.0906,-15.9098,33.19,-17.6803,-0.243168,1,4.01979,3,side_y
549024,0.000241954,-25.0485,-32.94,-0.449092,-0.357822,1,89.1816,3,side_y
513172,2.23869,-7.90381,32.94,22.0744,-0.621536,1,4.6834,3,side_y
509169,1.00378,-8.93866,32.9,14.7539,-0.148051,1,4.23459,3,side_y
527110,0.674242,-30.2534,32.94,-20.3877,-0.236443,1,5.12059,3,side_y
545030,0.82059,-32.94,-10.4879,18.8742,0.267804,1,2.88444,2,side_x
523156,1.64473,-33.19,9.02924,-22.6335,-0.227291,1,3.01866,2,side_x
531136,1.51367,-12.3888,32.94,17.3756,0.696837,1,4.36499,3,side_y
557001,1.59437,-32.94,25.3536,18.6543,0.767467,1,4.35586,2,side_x
515178,1.21395,18.2413,-32.94,-15.325,-0.238172,1,3.80323,3,side_y
523164,0.405167,7.60827,-33.19,12.8337,0.256864,1,6.78432,3,side_y
509200,0.00369447,32.94,-4.24039,-6.46649,0.647941,1,32.1005,2,side_x
517182,2.21427,32.94,-3.66748,-22.1621,-0.15537,1,2.95763,2,side_x
533148,0.193541,22.0193,32.94,0.80074,0.257473,1,8.59434,3,side_y
551065,0.567205,2.41823,32.94,13.4952,0.225767,1,4.49029,3,side_y
531159,0.451265,32.94,-3.38397,17.3636,0.562178,1,5.98907,2,side_x
545070,0.582766,-3.77219,32.94,17.0633,0.467449,1,5.63083,3,side_y
545070,2.03107,32.94,17.904,19.379,0.753688,1,3.92275,2,side_x
525184,0.721769,-32.94,14.5523,10.311,0.33154,1,4.88964,2,side_x
527156,1.18272,14.352,-32.94,17.3884,0.732444,1,4.67448,3,side_y
515204,0.281548,32.94,10.9065,10.3359,0.353422,1,9.03191,2,side_x
543130,0.167362,33.174,12.9352,10.7,0.536108,1,22.9268,2,side_x
521197,0.447046,-10.3028,-32.94,-5.21585,-0.300418,1,7.56053,3,side_y
535159,0.837108,33.19,21.6339,-1.3753,-0.0956329,1,2.96513,2,side_x
533162,0.012454,2.28014,-33.19,-17.6425,-0.301227,1,10.764,3,side_y
553083,2.15633,9.60894,-32.94,21.7344,0.361455,1,3.39506,3,side_y
519206,0.447954,32.94,20.6548,6.45415,0.443816,1,6.08666,2,side_x
549099,1.48851,32.94,26.0001,0.655437,-0.0740606,1,3.96321,2,side_x
531189,1.1121,29.4912,-32.94,-21.242,-0.857442,1,7.18798,3,side_y
513248,0.979747,-8.57713,-32.94,14.5495,0.17007,1,3.66037,3,side_y
509242,0.469723,32.94,-21.88,-10.5207,0.76871,1,6.11311,2,side_x
533187,0.0416643,32.94,16.1506,-21.865,-0.967678,1,17.2019,2,side_x
513268,0.273063,32.94,27.2971,20.9235,0.488152,1,10.6495,2,side_x
539186,0.786557,14.9037,32.94,-20.7007,-0.14363,1,4.22043,3,side_y
525231,0.00187752,-2.61367,-32.94,-15.8044,0.331149,1,42.895,3,side_y
535211,0.00185219,-32.94,12.1921,1.02349,0.537095,1,86.3067,2,side_x
515260,0.256944,-27.4308,-32.94,19.4061,0.581095,1,8.82121,3,side_y
505347,0.80208,4.60566,32.94,5.03602,0.350913,1,3.75418,3,side_y
551138,0.730335,32.94,-1.46115,-11.3861,0.0617795,1,5.03417,2,side_x
539212,2.14533,-2.26716,-32.94,5.24228,0.653574,1,3.66471,3,side_y
525256,0.118115,9.85214,-32.94,-11.4498,3.41889e-05,1,12.8703,3,side_y
541170,0.553161,32.94,1.1637,20.4759,0.627427,1,5.18134,2,side_x
549169,0.19997,16.0497,32.94,-5.71401,0.17645,1,5.77334,3,side_y
547189,1.31959,-10.0233,-32.94,9.75775,-0.133515,1,3.66634,3,side_y
557123,1.16709,-33.1242,-11.7783,-17.7,-0.576618,1,3.9518,2,side_x
533267,0.851291,-32.94,31.2762,-16.4061,0.0731312,1,4.87756,2,side_x
555174,1.34299,4.2206,-32.94,7.40458,0.288549,1,4.27169,3,side_y
535271,0.093581,-32.94,30.3709,-16.9787,-0.232283,1,10.7989,2,side_x
509326,0.487078,32.94,-17.4023,-10.3937,-0.162344,1,4.92308,2,side_x
531286,0.0504308,-14.3923,-32.94,0.781985,-0.351284,1,10.5787,3,side_y
531289,0.0282851,-7.13167,-32.94,-6.57511,-0.110633,1,28.9441,3,side_y
557158,0.640621,32.94,-28.7143,17.7998,0.264694,1,5.51745,2,side_x
523327,1.46916,-0.955121,32.94,-20.2329,-0.572243,1,3.55829,3,side_y
535295,0.886083,-4.01812,32.94,1.94553,0.2659,1,4.23115,3,side_y
549226,0.100669,-4.07031,-33.19,-22.7693,-0.550897,1,12.6786,3,side_y
523345,1.63271,32.94,3.79399,9.11332,0.228225,1,5.67651,2,side_x
511368,0.307991,-23.2583,32.9325,-17.7,-0.450629,1,7.3652,3,side_y
545255,0.314775,-6.27592,33.19,-17.6559,-0.4776,1,5.85918,3,side_y
553259,0.0227622,-12.0785,32.94,1.55649,-0.0174628,1,23.6824,3,side_y
543320,0.814084,1.3781,-32.94,-15.9956,0.515687,1,6.00102,3,side_y
523391,0.81137,32.94,-4.48291,9.53038,0.374649,1,4.09955,2,side_x
521400,0.221722,33.19,26.7793,-9.68218,-0.0567267,1,5.76752,2,side_x
543338,0.0342801,13.8012,32.94,0.937965,0.378756,1,8.55817,3,side_y
515404,0.0495824,32.94,-17.9068,-20.1562,-0.0349344,1,16.1503,2,side_x
553288,2.36765,32.94,17.8355,-17.4407,-0.30592,1,5.10085,2,side_x
539358,1.10026,28.2963,-32.94,-14.925,-0.0428713,1,4.02283,3,side_y
541302,0.400292,-23.7954,32.94,-3.94966,0.174679,1,7.52432,3,side_y
515422,0.00854936,32.94,-25.0576,-10.5852,0.520004,1,47.2305,2,side_x
515422,0.420748,-22.2698,32.94,9.05575,-0.793418,1,3.51465,3,side_y
525421,1.1371,5.81064,32.94,2.10507,-0.889822,1,5.03552,3,side_y
539377,0.694777,-21.3659,-32.94,-6.34796,-0.319675,1,4.39491,3,side_y
541328,1.53869,-33.19,1.94268,-9.68429,-0.107368,1,3.31957,2,side_x
507503,0.593192,-32.94,-10.9608,1.07732,-0.146038,1,5.98004,2,side_x
537378,0.758897,32.94,-9.88881,-10.3054,0.481197,1,6.12708,2,side_x
533414,1.11812,32.94,-6.97289,15.1698,0.454537,1,3.52466,2,side_x
507519,0.196158,3.52167,32.94,1.01476,0.739792,1,9.49373,3,side_y
513491,1.93123,22.6922,32.94,-6.97946,0.309272,1,3.37755,3,side_y
519453,0.000704311,-4.79176,32.94,7.02517,-0.632228,1,175.709,3,side_y
513494,0.0211151,13.3429,-32.94,22.1628,-0.886411,1,16.3977,3,side_y
511474,0.698311,-3.25363,32.94,-6.77523,0.665349,1,4.28283,3,side_y
507527,0.562601,33.19,13.6289,10.3869,-0.428582,1,6.66724,2,side_x
509470,1.14122,-32.94,5.48631,6.56486,0.208592,1,3.40845,2,side_x
515465,1.5042,-31.2368,-33.19,-19.7014,0.00462414,1,3.85374,3,side_y
515465,0.205721,2.35181,-32.94,-21.7472,0.809346,1,3.95589,3,side_y
523460,0.00538813,-18.196,-32.94,19.4417,0.541835,1,46.0738,3,side_y
513510,0.983485,32.94,-20.4932,-11.197,-0.126806,1,5.00116,2,side_x
559259,1.51953,-33.19,-3.51153,2.25323,-0.415937,1,5.61094,2,side_x
559259,2.98031,3.36272,-32.94,5.222,0.229183,1,2.82408,3,side_y
511495,0.317326,33.0422,9.51085,4.62,-0.157291,1,7.89627,2,side_x
517480,0.699721,-26.6289,32.94,19.8956,0.0672513,1,5.55539,3,side_y
545369,0.00117457,-14.3674,-32.94,0.196762,0.0471549,1,62.4333,3,side_y
525493,0.332007,-33.0507,-18.4014,2.62,0.734303,1,7.64029,2,side_x
517495,0.93367,14.4955,32.94,9.90493,0.0444679,1,4.54462,3,side_y
521495,1.40558,-32.94,-27.9975,2.3441,0.332567,1,3.586,2,side_x
553383,1.05336,-22.9281,-32.94,-6.25958,-0.344954,1,9.63036,3,side_y
515503,0.0771923,-20.5485,32.94,-11.6478,0.173245,1,14.8163,3,side_y
559290,0.47623,4.64925,-32.94,-20.2358,0.0518146,1,4.45583,3,side_y
525510,0.0189482,10.9574,-33.19,10.1317,-0.685933,1,41.8705,3,side_y
505614,0.71764,9.12549,32.94,-22.0635,-0.265685,1,4.23805,3,side_y
513565,2.25901,-32.94,-10.733,-16.1195,-0.436357,1,3.19093,2,side_x
535493,0.448706,-32.94,-9.96178,-15.5779,0.0263356,1,4.72266,2,side_x
535493,1.30473,32.94,14.5146,0.289578,0.410832,1,3.83093,2,side_x
557368,0.584458,13.246,-32.94,10.3975,-0.244411,1,5.29127,3,side_y
535502,0.692273,-32.94,11.3504,-20.4169,-0.431075,1,4.55409,2,side_x
535502,2.61286,-8.88955,32.94,-21.0182,-0.392637,1,3.03069,3,side_y
559324,0.00178645,-31.3885,33.19,2.47004,0.0299833,1,27.2898,3,side_y
559324,2.49868,32.94,-17.4859,-10.5931,0.389979,1,3.32226,2,side_x
545430,0.548028,32.94,12.7931,-15.8432,-0.283762,1,6.21251,2,side_x
545430,0.795937,17.7455,-32.94,-14.9374,-0.441218,1,4.82115,3,side_y
543486,0.544094,-22.9291,-32.94,7.88577,0.444527,1,8.13533,3,side_y
521552,1.22024,-16.4726,32.94,-12.0353,0.421163,1,5.29297,3,side_y
527510,0.422372,11.7753,32.94,2.06558,0.480128,1,5.2864,3,side_y
513595,0.363939,-31.8585,32.94,16.7085,0.0478639,1,8.78474,3,side_y
521560,1.11894,-21.1018,32.94,-21.1924,0.0636734,1,3.80112,3,side_y
517576,9.68846e-05,-33.1381,-16.7137,-19.7,0.528627,1,253.219,2,side_x
525579,0.358308,32.94,13.168,1.89424,-0.366277,1,9.39044,2,side_x
545464,0.427178,33.19,20.1526,-7.48636,-0.213994,1,6.2826,2,side_x
533552,1.27598,24.5701,-32.94,15.1613,0.324931,1,5.43746,3,side_y
535547,0.388315,-32.94,-10.0085,-5.87062,-0.355056,1,3.66786,2,side_x
549471,1.39732,14.2237,-32.94,5.6511,0.727103,1,4.97281,3,side_y
549473,0.0753865,-9.62689,32.94,-16.1584,-0.429193,1,19.6107,3,side_y
515585,0.776967,21.4514,-32.94,-5.47392,0.48234,1,5.9096,3,side_y
513652,1.30443,32.94,-3.60992,-21.2389,-0.364565,1,3.23026,2,side_x
553506,0.396751,-7.63184,32.94,-4.55817,0.0179366,1,4.6438,3,side_y
539579,0.709379,-4.19701,32.94,-7.26808,-0.100036,1,6.16987,3,side_y
531616,0.0793699,-32.94,11.8603,7.47765,0.310154,1,10.5663,2,side_x
509636,0.0901905,32.94,15.0273,-16.287,0.285067,1,7.99858,2,side_x
543582,0.60597,32.94,18.7613,0.82218,-0.453287,1,5.8479,2,side_x
533615,0.58948,-32.94,-6.36975,8.00663,-0.721151,1,5.98119,2,side_x
537585,2.18073,32.94,-17.1402,-21.9025,-0.0084583,1,3.73435,2,side_x
551528,1.27481,6.91222,-32.94,13.406,0.399856,1,3.74125,3,side_y
547545,0.0120244,-13.5364,32.94,-11.1474,0.194974,1,25.2225,3,side_y
509648,0.229102,-17.8285,32.94,21.449,0.618708,1,7.06406,3,side_y
509648,0.226546,-32.94,26.2807,22.1404,0.117329,1,9.6475,2,side_x
517661,2.09511e-06,32.94,24.8288,-21.9,-0.0651951,1,2275.63,2,side_x
555527,0.836134,-29.6448,32.94,5.18777,-0.292565,1,4.91988,3,side_y
533633,0.585598,-23.6538,-33.19,-14.689,-0.0772535,1,3.82362,3,side_y
543602,0.803737,3.08842,32.94,0.259657,0.167217,1,3.44922,3,side_y
505758,1.1522,-32.94,-19.1482,21.0685,0.435929,1,5.20677,2,side_x
555546,1.45944,11.5947,-32.94,-14.9059,-0.488429,1,6.2562,3,side_y
553582,1.09688,32.94,4.02064,19.8537,-0.0591871,1,5.30071,2,side_x
551587,0.133409,-4.00193,32.94,22.4193,-0.0199731,1,17.3086,3,side_y
505800,0.000124064,-32.94,1.99576,21.1041,0.858354,1,310.09,2,side_x
521706,5.67617e-08,-32.94,-11.9381,-17.3615,0.673668,1,34178.6,2,side_x
521706,0.373352,-11.851,32.94,1.71942,-0.188961,1,7.40065,3,side_y
525710,0.0722772,32.94,-27.6577,-0.867753,-0.159781,1,14.4426,2,side_x
529674,0.381376,-28.3389,-32.94,16.8477,-0.640241,1,4.44257,3,side_y
553595,0.832219,-32.94,8.08366,7.02903,-0.182071,1,3.97514,2,side_x
559505,0.0787463,13.1212,-32.94,-6.16935,-0.049654,1,6.52754,3,side_y
551617,1.00908,-25.2124,-32.94,15.1842,-0.295513,1,5.93579,3,side_y
519749,0.48353,-32.94,14.1842,-11.8896,0.012929,1,5.59146,2,side_x
537690,0.00248885,2.37007,32.94,-22.0745,0.457973,1,20.8563,3,side_y
523752,1.12933,32.94,5.45161,-6.21706,-0.0667878,1,3.54942,2,side_x
505851,0.815724,-21.9617,-32.94,21.5629,0.0599726,1,3.27369,3,side_y
531736,0.753015,32.94,-26.9958,-11.2607,-0.852331,1,10.0995,2,side_x
509757,0.132015,32.94,-13.5933,13.6583,0.118863,1,9.39064,2,side_x
547662,0.667031,13.4143,32.94,17.8272,0.229761,1,4.85542,3,side_y
525773,0.554856,-32.94,4.42084,13.5552,-0.424733,1,7.25467,2,side_x
513818,0.186133,1.45085,32.94,8.84365,0.36616,1,6.8507,3,side_y
539737,0.218217,-32.94,-29.3368,17.1304,-0.207209,1,10.4562,2,side_x
539737,0.194749,32.94,-15.8241,-16.6578,0.0363045,1,7.50703,2,side_x
553674,0.731436,21.149,32.94,19.26,0.357015,1,4.67781,3,side_y
505892,0.0294457,-28.656,33.19,2.47572,-0.044232,1,11.3509,3,side_y
529761,0.211491,32.94,32.6661,18.9615,0.0505514,1,23.1166,2,side_x
531796,0.0878478,-7.17524,33.19,2.49948,-0.040063,1,4.89344,3,side_y
519818,0.106477,33.143,-14.0964,-17.7,-0.323312,1,5.85064,2,side_x
519826,1.06923,10.3601,-32.94,-17.0604,-0.380131,1,3.62518,3,side_y
531807,0.203705,22.1975,32.94,-15.039,0.750068,1,14.3058,3,side_y
553707,5.94223e-07,-22.985,-33.0836,12.7,-0.584932,1,5970.16,3,side_y
549716,0.762833,32.94,28.2388,18.3897,0.579283,1,5.43463,2,side_x
557665,2.43472,-2.9366,-32.94,2.34947,0.489117,1,2.93996,3,side_y
535808,0.276531,-32.94,27.8097,-4.88395,-0.141854,1,6.90212,2,side_x
529799,0.167653,16.2175,-32.94,6.03315,0.0121758,1,10.3991,3,side_y
529799,0.1461,-27.4754,-32.94,-10.4862,0.750009,1,6.83877,3,side_y
559636,0.791727,5.35856,-32.94,18.2916,0.716368,1,5.03029,3,side_y
523856,0.172138,-32.94,24.859,-6.46148,0.141786,1,10.8722,2,side_x
553734,2.8651,14.3449,32.94,1.3096,0.223492,1,2.82563,3,side_y
513907,0.850697,-16.295,-32.94,-20.8018,0.0958216,1,4.53858,3,side_y
529831,1.37434e-07,32.94,13.923,17.4179,-0.034523,1,7612.14,2,side_x
509860,0.169709,13.524,32.94,-5.72019,-0.651637,1,11.6242,3,side_y
505975,0.261256,32.94,-0.572692,9.5671,0.367494,1,6.43441,2,side_x
543822,1.03689,27.1249,32.94,16.535,0.530365,1,4.782,3,side_y
551761,0.082884,-32.94,-26.7903,-20.7709,0.785927,1,8.31596,2,side_x
553749,2.51072,-18.4043,32.94,-0.338909,0.32388,1,3.10112,3,side_y
541777,1.76393,-3.30771,-32.94,-16.7502,-0.418398,1,2.67854,3,side_y
517896,0.854802,-32.94,28.5491,0.956121,0.308799,1,4.77589,2,side_x
533844,0.183501,32.94,6.5989,20.7762,-0.610586,1,7.66283,2,side_x
523901,0.52774,-8.70624,-32.94,14.4621,0.751774,1,5.96229,3,side_y
533860,0.820212,0.231684,32.94,-11.4298,-0.575143,1,4.27535,3,side_y
509898,0.760269,16.0994,-32.94,9.97278,-0.0799556,1,6.88543,3,side_y
560013,0.746071,32.94,-0.522072,-5.12243,-0.369721,1,4.10373,2,side_x
507983,0.451056,32.94,-13.1263,2.09329,-0.447119,1,6.34517,2,side_x
511943,0.118022,-26.2483,-32.94,-4.74058,-0.277221,1,14.1625,3,side_y
511956,0.7099,32.94,2.28075,-10.1772,-0.106111,1,4.0332,2,side_x
560033,0.152856,-27.4933,-32.94,-6.45566,-0.0665225,1,11.0148,3,side_y
519943,0.736124,-1.60448,-33.19,-1.21972,0.517091,1,4.49318,3,side_y
535925,0.106767,18.788,-33.19,4.72012,-0.225489,1,11.963,3,side_y
539899,0.70236,33.19,-32.8496,-7.27302,0.166715,1,5.90678,2,side_x
559739,0.0954913,20.5733,-32.94,-11.341,-0.959693,1,13.3411,3,side_y
547863,1.58607,33.098,-29.7931,-22.78,-0.493425,1,4.28113,2,side_x
539908,1.58899,4.71239,32.94,5.46186,0.174124,1,3.42072,3,side_y
527918,0.0467174,32.935,-2.73309,12.95,0.298501,1,26.0113,2,side_x
527918,0.765768,-32.94,-6.29717,18.5749,0.902977,1,5.04856,2,side_x
509960,0.217058,-33.19,-9.87035,-17.32,0.528683,1,4.61496,2,side_x
551863,1.36529,13.5765,-32.94,18.7103,0.152444,1,3.9863,3,side_y
